beds,baths,area,price,county
2.0,3.0,158.21256038647343,1200000, Mirdif
1.0,1.0,74.97212931995541,950000, Old Town
3.0,3.0,209.03010033444818,1600000, Serena
3.0,3.0,371.05165366034936,3000000, Al Furjan
0.6,1.0,44.40728353771832,1000000, Business Bay
1.0,2.0,82.032701597919,851000, Business Bay
2.0,4.0,190.17094017094018,1700000, Jumeirah Lake Towers (JLT)
1.0,2.0,61.594202898550726,540600, Dubai South
2.0,3.0,134.70828688219993,900000, Dubai Investment Park (DIP)
0.6,1.0,88.44295800817541,999000, Business Bay
4.0,4.0,492.3820141211446,4900000, Jumeirah Islands
1.0,2.0,87.79264214046823,1200000, Business Bay
1.0,2.0,155.33259011519883,1405517, Jumeirah Village Circle (JVC)
1.0,2.0,45.15050167224081,710888, Dubai Hills Estate
3.0,3.0,269.41657376439986,2500000, The Springs
1.0,2.0,91.32292827945003,737250, Jumeirah Village Circle (JVC)
1.0,2.0,79.338535860275,400000, Dubai Silicon Oasis
5.0,4.0,371.42326272761056,3900000, The Meadows
2.0,2.0,105.25826830174657,1500000, The Lagoons
1.0,1.0,66.7038275733928,1046888, Dubai Hills Estate
0.6,1.0,41.80602006688964,320000, Dubai Sports City
5.0,7.0,678.4652545522111,8000000, Dubai Marina
3.0,4.0,407.8409513192122,2400000, Jumeirah Village Circle (JVC)
3.0,5.0,210.51653660349314,3850500, Jumeirah
1.0,2.0,70.88442958008176,1650000, Jumeirah Beach Residence (JBR)
2.0,2.0,108.60274990709775,540000, Dubai Production City (IMPZ)
2.0,3.0,176.51430694908956,2000000, Palm Jumeirah
1.0,1.0,45.15050167224081,755888, Dubai Hills Estate
2.0,2.0,135.54440728353774,1951000, DAMAC Hills (Akoya by DAMAC)
3.0,4.0,270.43849869936827,2900000, Dubai Hills Estate
4.0,5.0,483.09178743961354,4390000, Jumeirah Islands
1.0,1.0,75.7153474544779,850000, The Greens
5.0,4.0,450.0185804533631,4299000, Arabian Ranches
5.0,6.0,1115.4775176514308,14000000, Palm Jumeirah
0.6,1.0,43.66406540319584,349000, Liwan
1.0,2.0,75.62244518766258,800000, Jumeirah Village Circle (JVC)
3.0,4.0,250.46451133407658,2450000, DAMAC Hills (Akoya by DAMAC)
3.0,3.0,329.0598290598291,1800000, Downtown Jebel Ali
0.6,1.0,41.620215533259014,499000, Jumeirah Village Circle (JVC)
4.0,5.0,245.81939799331104,1882888, Arabian Ranches 3
1.0,2.0,45.893719806763286,822510, Mohammad Bin Rashid City
3.0,3.0,485.69305091044225,2800000, The Springs
2.0,2.0,117.98587885544408,1350000, Business Bay
1.0,2.0,64.28836863619473,449806, Dubai Sports City
6.0,6.0,596.3396506874768,7595000, The Meadows
3.0,3.0,222.96544035674472,1250000, Akoya Oxygen
1.0,2.0,111.38981791155705,1375000, Jumeirah Beach Residence (JBR)
1.0,2.0,81.1965811965812,611821, Jumeirah Village Circle (JVC)
3.0,3.0,177.53623188405797,1550000, Jumeirah Beach Residence (JBR)
1.0,1.0,54.16202155332591,599000, Arjan
6.0,7.0,278.7068004459309,3500000, DAMAC Hills (Akoya by DAMAC)
6.0,6.0,510.9624674842066,6159000, DAMAC Hills (Akoya by DAMAC)
2.0,2.0,119.93682645856559,1200000, The Greens
3.0,4.0,356.9305091044222,2900000, Al Furjan
4.0,5.0,438.68450390189525,3050000, The Springs
2.0,3.0,130.52768487551097,1375000, Jumeirah Beach Residence (JBR)
1.0,2.0,92.43775548123375,550000, Jumeirah Village Circle (JVC)
5.0,6.0,400.78037904124864,3350000, DAMAC Hills (Akoya by DAMAC)
6.0,7.0,797.7517651430695,6700000, Jumeirah Golf Estate
5.0,6.0,346.0609438870309,4199999, DAMAC Hills (Akoya by DAMAC)
2.0,3.0,100.70605722779636,880000, Arjan
6.0,7.0,792.5492382014122,14400000, Dubai Hills Estate
0.6,1.0,42.642140468227424,490000, The Greens
0.6,1.0,49.51690821256039,425000, Dubai Sports City
2.0,3.0,175.0278706800446,1318506, Jumeirah Village Circle (JVC)
5.0,6.0,306.577480490524,2200000, Dubai Sports City
2.0,3.0,120.77294685990339,1300000, The Greens
1.0,2.0,95.31772575250837,850000, Jumeirah Lake Towers (JLT)
2.0,3.0,103.21441843180975,720000, Dubai Silicon Oasis
0.6,1.0,35.30286138981791,315000, Jumeirah Village Circle (JVC)
0.6,1.0,59.36454849498328,630000, Al Barsha
2.0,3.0,115.38461538461539,1350000, Jumeirah Lake Towers (JLT)
2.0,2.0,107.67372723894464,1500000, Dubai Marina
1.0,2.0,89.83649201040505,1330000, DAMAC Hills (Akoya by DAMAC)
5.0,7.0,599.7770345596433,3699990, The Villa
3.0,4.0,260.21924934968416,2400000, Meydan City
1.0,2.0,87.5139353400223,1595000, DIFC
2.0,3.0,130.24897807506503,1000000, Dubai Production City (IMPZ)
2.0,2.0,162.11445559271647,4500000, Palm Jumeirah
1.0,2.0,105.62987736900781,950000, Dubai Sports City
0.6,1.0,37.81122259383129,430000, Jumeirah Village Circle (JVC)
0.6,1.0,43.84986993682646,783750, DAMAC Hills (Akoya by DAMAC)
1.0,2.0,69.67670011148273,360000, International City
3.0,4.0,148.45782237086587,1106721, Dubai South
1.0,2.0,106.09438870308436,1900000, Palm Jumeirah
1.0,2.0,84.726867335563,565000, Dubai Silicon Oasis
3.0,5.0,212.18877740616873,2607000, Dubai Festival City
1.0,2.0,71.99925678186548,1095000, Dubai Marina
3.0,3.0,189.98513563730955,4300000, Bluewaters Island
6.0,7.0,950.1114827201784,20000000, Arabian Ranches
5.0,5.0,339.7435897435898,2600000, The Villa
1.0,1.0,149.38684503901897,600000, Jumeirah Village Circle (JVC)
1.0,2.0,80.91787439613528,470000, Discovery Gardens
1.0,2.0,71.3489409141583,749888, Jumeirah Village Circle (JVC)
0.6,1.0,42.17762913415088,430000, Dubai Sports City
3.0,4.0,174.0988480118915,2100000, Al Sufouh
4.0,5.0,228.72538089929395,3073888, Dubai Hills Estate
5.0,5.0,1324.9721293199555,12410000, Jumeirah Golf Estate
4.0,5.0,361.57562244518766,6800000, Dubai Festival City
3.0,4.0,193.42251950947605,2929000, Bur Dubai
3.0,4.0,240.709773318469,1400000, Al Warsan
0.6,1.0,44.964697138610184,225000, International City
3.0,3.0,179.95169082125605,1200888, Arabian Ranches 3
1.0,2.0,101.35637309550354,1470000, Old Town
1.0,2.0,113.89817911557043,2000000, DIFC
1.0,3.0,66.88963210702342,1225000, Jumeirah Beach Residence (JBR)
2.0,2.0,134.6153846153846,1000000, Jumeirah Village Circle (JVC)
1.0,2.0,109.43887030843553,2400000, Palm Jumeirah
3.0,3.0,175.0278706800446,2175000, Jumeirah Beach Residence (JBR)
2.0,3.0,120.58714232627277,1000000, Jumeirah Lake Towers (JLT)
1.0,2.0,85.93459680416203,1000000, Jumeirah Lake Towers (JLT)
3.0,5.0,237.64399851356376,1400000, Green Community
2.0,4.0,277.9635823114084,1725000, Jumeirah Village Triangle (JVT)
1.0,2.0,95.78223708658491,1200000, Business Bay
4.0,5.0,297.28725380899294,2799999, Arabian Ranches 2
0.6,1.0,36.324786324786324,350000, Jumeirah Village Circle (JVC)
3.0,4.0,194.72315124489037,2699888, Dubai Marina
3.0,6.0,503.4373838721665,3450000, Motor City
0.6,1.0,46.35823114083984,325000, Dubai Production City (IMPZ)
2.0,2.0,116.12783351913788,900000, Al Furjan
2.0,3.0,144.83463396506875,1275000, Dubai Marina
1.0,2.0,90.67261241174285,780770, Dubai Residence Complex
2.0,2.0,123.18840579710145,550000, Dubai Production City (IMPZ)
1.0,2.0,52.48978075065032,697343, Arjan
2.0,3.0,138.9817911557042,1300000, Jumeirah Lake Towers (JLT)
2.0,3.0,110.9253065774805,950000, Jumeirah Lake Towers (JLT)
2.0,3.0,161.64994425863992,2100000, Dubai Marina
1.0,1.0,107.20921590486809,850000, Business Bay
0.6,1.0,37.62541806020067,435819, Jumeirah Village Circle (JVC)
4.0,5.0,258.9186176142698,2975000, DAMAC Hills (Akoya by DAMAC)
3.0,3.0,211.073950204385,1850000, The Springs
5.0,5.0,502.78706800445934,2999000, Al Furjan
0.6,1.0,37.16090672612412,405999, Jumeirah Village Circle (JVC)
2.0,2.0,118.26458565589002,1000000, Jumeirah Lake Towers (JLT)
2.0,3.0,126.34708286882201,1400000, Business Bay
0.6,1.0,40.50538833147529,400000, Jumeirah Village Circle (JVC)
1.0,2.0,91.0442214790041,580000, Discovery Gardens
1.0,2.0,45.05759940542549,678999, Dubai South
0.6,1.0,49.70271274619101,425000, Dubai World Central
3.0,4.0,165.83054626532888,3000000, The Hills
1.0,1.0,85.47008547008548,649999, Dubai Marina
1.0,2.0,65.49609810479376,992888, Mina Rashid
1.0,2.0,62.894834633965075,715000, Dubai Marina
1.0,1.0,98.10479375696768,2097888, Business Bay
0.6,1.0,47.65886287625418,750000, Business Bay
2.0,4.0,194.44444444444446,7200000, Jumeirah
2.0,3.0,186.08324043106654,1300000, The Springs
1.0,2.0,79.89594946116685,850000, Jumeirah Lake Towers (JLT)
3.0,3.0,96.5254552211074,1013000, Arjan
4.0,4.0,337.3281308063917,4223888, Arabian Ranches 2
3.0,3.0,121.05165366034932,1200000, Dubai Marina
1.0,2.0,74.60052025269417,778000, Jumeirah Village Circle (JVC)
2.0,2.0,111.11111111111111,1500888, Mina Rashid
1.0,1.0,58.99293942772204,430000, Dubai South
4.0,5.0,287.99702712746193,3250000, Mohammad Bin Rashid City
2.0,3.0,84.44816053511707,1277000, Business Bay
1.0,2.0,83.61204013377927,900000, Bur Dubai
2.0,3.0,109.62467484206616,2035000, Mohammad Bin Rashid City
1.0,2.0,91.9732441471572,1350000, Old Town
0.6,1.0,71.256038647343,465000, Jumeirah Village Circle (JVC)
6.0,7.0,561.5013006317355,6900000, Meydan City
0.6,1.0,36.88219992567819,430819, Jumeirah Village Circle (JVC)
1.0,2.0,85.93459680416203,518450, Dubai Sports City
3.0,4.0,247.49163879598663,2000000, Jumeirah Village Circle (JVC)
2.0,3.0,111.48272017837236,780000, Dubai Studio City
1.0,1.0,68.84057971014494,700000, The Greens
2.0,2.0,129.41285767372725,975000, Jumeirah Village Circle (JVC)
1.0,2.0,78.13080639167596,650000, DAMAC Hills (Akoya by DAMAC)
0.6,1.0,48.587885544407285,359998, Dubai Silicon Oasis
3.0,4.0,191.1928651059086,2800000, Business Bay
1.0,1.0,70.14121144555928,700000, The Greens
1.0,2.0,69.95540691192866,360000, International City
3.0,4.0,211.91007060572278,3535550, Jumeirah
2.0,2.0,79.98885172798217,912000, Arjan
3.0,4.0,143.25529542920847,875000, Dubai Silicon Oasis
2.0,4.0,122.07357859531773,1590000, Business Bay
2.0,3.0,124.11742846525456,1200000, Jumeirah Village Circle (JVC)
2.0,2.0,157.9338535860275,1400000, The Springs
1.0,2.0,91.41583054626534,540000, Discovery Gardens
1.0,1.0,59.36454849498328,1540000, Jumeirah Beach Residence (JBR)
1.0,2.0,81.93979933110369,640000, Dubailand
3.0,4.0,179.02266815310296,1995000, Jumeirah Lake Towers (JLT)
1.0,2.0,74.69342251950948,1049888, Jumeirah Village Circle (JVC)
4.0,5.0,415.55183946488296,4800000, Jumeirah Beach Residence (JBR)
0.6,1.0,46.45113340765515,990000, DAMAC Hills (Akoya by DAMAC)
7.0,7.0,1750.0929022668154,6999999, The Villa
1.0,2.0,82.9617242660721,965000, Al Furjan
3.0,4.0,204.38498699368265,2190000, Jumeirah Beach Residence (JBR)
3.0,3.0,323.950204384987,2240000, DAMAC Hills (Akoya by DAMAC)
2.0,3.0,86.6778149386845,731000, International City
1.0,1.0,69.67670011148273,720000, The Greens
0.6,1.0,37.34671125975474,575000, Business Bay
1.0,2.0,142.97658862876256,1627000, Dubai Festival City
4.0,6.0,371.6090672612412,1800000, Jumeirah Village Circle (JVC)
3.0,3.0,182.0884429580082,4679000, Jumeirah Beach Residence (JBR)
0.6,1.0,32.70159791898922,836488, Palm Jumeirah
1.0,2.0,93.36677814938685,700000, Remraam
2.0,2.0,157.00483091787441,1250000, The Springs
2.0,2.0,92.9022668153103,700000, Dubai Silicon Oasis
2.0,2.0,103.02861389817912,900000, Jumeirah Village Triangle (JVT)
0.6,1.0,39.85507246376812,390000, DAMAC Hills (Akoya by DAMAC)
2.0,3.0,130.06317354143442,1055000, Arjan
5.0,9.0,2055.8342623560015,50000000, Emirates Hills
3.0,3.0,239.50204384986995,2550000, DAMAC Hills (Akoya by DAMAC)
2.0,3.0,170.28985507246378,4600000, Palm Jumeirah
3.0,3.0,209.77331846897064,1700000, The Springs
2.0,2.0,122.7238944630249,1172450, Meydan City
0.6,1.0,41.527313266443706,415000, Dubai Sports City
2.0,3.0,130.8063916759569,1249500, Mohammad Bin Rashid City
2.0,3.0,157.00483091787441,1400000, Jumeirah Lake Towers (JLT)
5.0,5.0,450.29728725380903,3850000, Arabian Ranches
1.0,2.0,147.34299516908214,713777, Jumeirah Village Circle (JVC)
1.0,2.0,92.0661464139725,820000, Jumeirah Lake Towers (JLT)
1.0,2.0,66.88963210702342,700000, Arjan
3.0,4.0,174.0059457450762,2800000, Old Town
3.0,3.0,209.77331846897064,1850000, The Springs
4.0,5.0,622.445187662579,9000000, Palm Jumeirah
3.0,4.0,172.2408026755853,1068888, Dubai South
2.0,3.0,120.77294685990339,1280000, Business Bay
3.0,4.0,254.18060200668899,2100000, Jumeirah Lake Towers (JLT)
4.0,4.0,228.72538089929395,1500000, Akoya Oxygen
1.0,2.0,61.315496098104795,720000, DAMAC Hills (Akoya by DAMAC)
3.0,3.0,208.47268673355632,9000000, Old Town
1.0,2.0,73.57859531772576,825000, Jumeirah Lake Towers (JLT)
2.0,4.0,138.51727982162765,1700000, DAMAC Hills (Akoya by DAMAC)
3.0,3.0,185.8045336306206,1000000, Dubai South
2.0,2.0,104.05053883314754,725000, Dubai Silicon Oasis
2.0,2.0,178.09364548494983,2738000, Business Bay
1.0,2.0,68.37606837606837,800000, Jumeirah Lake Towers (JLT)
1.0,2.0,86.02749907097734,695000, Jumeirah Village Circle (JVC)
2.0,2.0,153.01003344481606,1500000, Palm Jumeirah
1.0,2.0,68.28316610925307,450000, Liwan
2.0,2.0,131.82831661092533,1250000, Jumeirah Village Circle (JVC)
2.0,2.0,87.79264214046823,899888, Town Square
4.0,6.0,334.4481605351171,2000000, Jumeirah Village Circle (JVC)
6.0,6.0,475.5667038275734,5500000, Arabian Ranches
4.0,5.0,269.2307692307692,3475000, Jumeirah Beach Residence (JBR)
1.0,2.0,75.43664065403196,1338000, Business Bay
1.0,2.0,83.42623560014864,900000, Dubai Marina
1.0,2.0,119.56521739130436,1675000, Old Town
1.0,2.0,77.10888145670755,700000, Dubai Marina
1.0,2.0,79.89594946116685,810000, Jumeirah Village Circle (JVC)
1.0,2.0,73.67149758454107,430000, Dubai Silicon Oasis
1.0,1.0,63.17354143441101,1060000, The Views
2.0,3.0,166.0163507989595,1750000, Palm Jumeirah
3.0,5.0,588.0713489409142,13900000, Palm Jumeirah
2.0,3.0,117.24266072092159,3000000, Old Town
3.0,2.0,209.77331846897064,2200000, The Springs
0.6,1.0,33.44481605351171,399000, Arjan
2.0,2.0,150.5016722408027,1318888, The Greens
1.0,2.0,71.3489409141583,1199000, Dubai Marina
0.6,1.0,39.48346339650688,310000, Dubai Sports City
0.6,1.0,49.98141954663694,355000, Jumeirah Village Circle (JVC)
3.0,4.0,236.90078037904127,2200000, Palm Jumeirah
5.0,6.0,464.5113340765515,4100000, Jumeirah Park
2.0,3.0,83.61204013377927,1150000, Dubai Marina
5.0,5.0,888.7959866220737,25000000, Palm Jumeirah
5.0,6.0,605.9085841694538,4500000, The Meadows
1.0,2.0,83.42623560014864,900000, Dubai Marina
5.0,7.0,684.7826086956522,6500000, Meydan City
1.0,2.0,88.07134894091416,575000, Discovery Gardens
1.0,2.0,72.83537718320328,355000, International City
2.0,2.0,123.74581939799332,1220000, The Greens
1.0,2.0,102.09959123002602,1150000, Business Bay
4.0,6.0,523.9687848383501,7800000, Jumeirah Beach Residence (JBR)
2.0,3.0,123.28130806391677,2000000, Al Sufouh
1.0,2.0,100.79895949461168,1200000, Jumeirah Lake Towers (JLT)
1.0,2.0,105.44407283537718,790000, Barsha Heights (Tecom)
1.0,2.0,71.07023411371237,650054, Jumeirah Village Circle (JVC)
1.0,2.0,84.07655146785582,2999800, Palm Jumeirah
5.0,7.0,731.8840579710145,10750000, Jumeirah Golf Estate
1.0,1.0,75.52954292084728,845000, Business Bay
3.0,4.0,253.06577480490526,2125000, Arabian Ranches
3.0,4.0,157.9338535860275,4070888, Dubai Harbour
4.0,6.0,487.7369007803791,4250000, Jumeirah Islands
0.6,1.0,35.02415458937198,1322345, Palm Jumeirah
4.0,5.0,215.99777034559645,1390000, Town Square
3.0,3.0,227.14604236343368,2800000, Arabian Ranches
2.0,3.0,111.48272017837236,780000, Dubai Studio City
3.0,4.0,373.93162393162396,4364000, Al Barari
2.0,2.0,130.06317354143442,1400000, Jumeirah Beach Residence (JBR)
2.0,2.0,103.95763656633223,800000, Dubai Sports City
3.0,4.0,283.53771832032703,3343888, Arabian Ranches 2
1.0,1.0,46.45113340765515,725000, Dubai Hills Estate
7.0,7.0,1631.5496098104795,15499000, Jumeirah Islands
1.0,1.0,88.62876254180603,1411000, Jumeirah
3.0,4.0,204.38498699368265,2150000, Business Bay
1.0,1.0,77.01597918989224,460000, Discovery Gardens
3.0,4.0,234.11371237458195,3200000, Palm Jumeirah
2.0,2.0,153.01003344481606,1200000, The Springs
4.0,4.0,327.29468599033817,3450000, Dubai Hills Estate
2.0,2.0,371.98067632850245,12500000, The World Islands
0.6,1.0,44.40728353771832,390000, Dubai Sports City
1.0,2.0,103.30732069862505,1350000, DIFC
3.0,4.0,241.54589371980677,1500000, Dubailand
2.0,2.0,72.37086584912673,1002888, Dubai Hills Estate
2.0,3.0,152.91713117800074,1728326, Culture Village
0.6,1.0,41.80602006688964,350000, Dubai Sports City
3.0,3.0,182.27424749163882,1575000, Al Furjan
2.0,2.0,135.3586027499071,1100000, Dubai Silicon Oasis
2.0,3.0,108.41694537346712,1349000, Downtown Jebel Ali
2.0,2.0,90.67261241174285,650000, Town Square
2.0,2.0,90.02229654403568,790000, Jumeirah Lake Towers (JLT)
0.6,1.0,43.84986993682646,360000, Dubai Sports City
1.0,2.0,70.3270159791899,410000, Dubai Sports City
2.0,3.0,161.64994425863992,1390000, Dubai Marina
1.0,2.0,73.48569305091044,810000, Jumeirah Lake Towers (JLT)
5.0,5.0,368.8219992567819,3850000, Arabian Ranches 2
3.0,4.0,283.53771832032703,3343888, Arabian Ranches 2
1.0,2.0,100.70605722779636,635000, Al Quoz
3.0,4.0,151.4306949089558,2715888, The Lagoons
2.0,2.0,90.11519881085098,800000, Jumeirah Lake Towers (JLT)
5.0,6.0,485.04273504273505,5800000, Meydan City
2.0,3.0,248.60646599777036,1300000, Jumeirah Village Circle (JVC)
2.0,2.0,86.5849126718692,790000, Town Square
5.0,6.0,455.22110739502045,5800000, Palm Jumeirah
4.0,5.0,452.34113712374585,2900000, Jumeirah Park
3.0,4.0,314.00966183574883,3750000, The Meadows
3.0,4.0,166.0163507989595,2950000, Dubai Marina
1.0,2.0,103.77183203270161,991772, Jumeirah Village Circle (JVC)
2.0,2.0,91.88034188034189,665000, Jumeirah Lake Towers (JLT)
1.0,2.0,73.48569305091044,950000, Dubai Marina
5.0,7.0,428.5581568190264,3600000, Dubai Sports City
0.6,1.0,38.64734299516908,454406, Arjan
4.0,4.0,404.496469713861,4140000, Arabian Ranches 2
4.0,5.0,252.97287253808994,2200000, Umm Suqeim
0.6,1.0,49.42400594574508,425392, Dubai Sports City
2.0,2.0,104.05053883314754,1200000, Business Bay
3.0,4.0,188.03418803418805,1450000, Town Square
3.0,4.0,224.73058342623563,1800000, Al Furjan
2.0,2.0,96.98996655518395,968000, Town Square
2.0,4.0,150.03716090672614,1799950, Palm Jumeirah
5.0,6.0,506.9676700111483,6316888, Arabian Ranches 2
1.0,2.0,82.86882199925678,575000, Jumeirah Village Circle (JVC)
5.0,6.0,858.7885544407284,25000000, Palm Jumeirah
2.0,3.0,115.29171311780009,1045000, Jumeirah Lake Towers (JLT)
2.0,3.0,111.48272017837236,1589999, Al Furjan
3.0,4.0,252.97287253808994,2500000, DAMAC Hills (Akoya by DAMAC)
1.0,2.0,66.51802303976217,579999, Jumeirah Lake Towers (JLT)
1.0,2.0,68.84057971014494,400000, International City
1.0,2.0,65.03158677071721,654000, Arjan
1.0,1.0,89.83649201040505,875000, Jumeirah Lake Towers (JLT)
2.0,3.0,84.35525826830175,1306888, Business Bay
2.0,2.0,153.4745447788926,1200000, Motor City
5.0,6.0,650.3158677071721,10500000, Jumeirah
5.0,5.0,342.53065774804907,5300000, The Meadows
1.0,2.0,71.16313638052769,750000, Al Furjan
2.0,3.0,133.77926421404683,1525000, Dubai Marina
3.0,4.0,176.32850241545896,4050000, Jumeirah Beach Residence (JBR)
4.0,5.0,446.39539204756596,4200000, Jumeirah Golf Estate
2.0,3.0,116.12783351913788,1100000, Jumeirah Lake Towers (JLT)
2.0,3.0,183.01746562616128,895000, Dubailand
3.0,4.0,283.53771832032703,3559000, Arabian Ranches 2
4.0,5.0,483.09178743961354,5200000, Jumeirah Islands
5.0,5.0,510.9624674842066,7250000, The Meadows
2.0,3.0,161.2783351913787,1849000, Palm Jumeirah
1.0,1.0,105.5369751021925,2200000, Palm Jumeirah
4.0,5.0,244.61166852471203,1883888, Arabian Ranches 3
2.0,3.0,141.95466369379415,959999, Dubai Silicon Oasis
1.0,1.0,88.53586027499071,880000, Mudon
7.0,7.0,644.7417316982535,6999999, Arabian Ranches
3.0,4.0,136.56633221850615,1537000, Arjan
4.0,5.0,713.9539204756596,13000000, Dubai Marina
6.0,6.0,548.1233742103308,3690000, The Villa
3.0,4.0,327.6662950575994,2749000, Jumeirah Park
1.0,2.0,83.61204013377927,519000, Dubai Sports City
3.0,4.0,200.297287253809,2390000, Palm Jumeirah
3.0,2.0,149.8513563730955,1324999, The Greens
3.0,3.0,166.66666666666669,1650000, Dubai Marina
3.0,4.0,188.5916016350799,1350000, International City
0.6,1.0,32.144184318097366,514600, Dubailand
0.6,1.0,53.883314752879976,464570, Dubai Residence Complex
0.6,1.0,59.36454849498328,640000, Al Barsha
6.0,7.0,817.5399479747306,3099999, Dubailand
1.0,2.0,89.2790784095132,750000, The Greens
0.6,1.0,39.01895206243032,475000, Jumeirah Village Circle (JVC)
3.0,5.0,302.76848755109626,3800000, Dubai Festival City
2.0,3.0,117.80007432181345,1838107, Mohammad Bin Rashid City
1.0,2.0,78.13080639167596,745000, DAMAC Hills (Akoya by DAMAC)
2.0,3.0,147.34299516908214,2086000, Jumeirah
2.0,3.0,112.50464511334077,1059581, Jumeirah Village Circle (JVC)
4.0,4.0,401.70940170940173,2750000, Green Community
5.0,6.0,650.3158677071721,7360000, DAMAC Hills (Akoya by DAMAC)
1.0,2.0,76.45856558900037,1060888, The Lagoons
1.0,2.0,66.51802303976217,380000, Dubai Production City (IMPZ)
1.0,1.0,80.54626532887403,1590000, Business Bay
1.0,2.0,49.6098104793757,800000, Meydan City
2.0,2.0,84.07655146785582,1085516, Al Furjan
2.0,3.0,117.89297658862877,1200000, Dubai Marina
2.0,2.0,130.15607580824974,2411000, Jumeirah Beach Residence (JBR)
2.0,2.0,143.06949089557787,1250000, DAMAC Hills (Akoya by DAMAC)
0.6,1.0,54.254923820141215,500000, Dubai Sports City
0.6,1.0,38.46153846153847,349999, Dubai Sports City
4.0,4.0,260.03344481605353,1800000, Arabian Ranches 2
4.0,5.0,289.2976588628763,2199999, Jumeirah Beach Residence (JBR)
3.0,5.0,336.213303604608,2750000, Dubai Marina
1.0,2.0,82.21850613154962,800000, DAMAC Hills (Akoya by DAMAC)
2.0,3.0,101.54217762913416,930000, Dubai Residence Complex
5.0,6.0,450.29728725380903,4300000, Arabian Ranches
2.0,3.0,143.99851356373097,2500000, Business Bay
4.0,6.0,367.52136752136755,4999999, Palm Jumeirah
2.0,2.0,101.63507989594947,1000000, The Greens
2.0,4.0,148.7365291713118,1180000, DAMAC Hills (Akoya by DAMAC)
1.0,2.0,129.6915644741732,1200000, Jumeirah Lake Towers (JLT)
1.0,2.0,90.11519881085098,860000, Jumeirah Village Circle (JVC)
3.0,4.0,206.15013006317355,1345888, Town Square
2.0,2.0,92.80936454849498,649999, Dubai Silicon Oasis
1.0,2.0,103.02861389817912,1949939, DIFC
1.0,1.0,54.998141954663694,478800, Dragon City
3.0,3.0,158.67707172055,2400000, Dubai Hills Estate
4.0,5.0,455.22110739502045,2849990, The Villa
1.0,2.0,61.78000743218135,677000, Jumeirah Village Circle (JVC)
5.0,5.0,668.8963210702342,9999950, Jumeirah Islands
1.0,2.0,78.03790412486065,565000, Dubai Sports City
1.0,1.0,58.99293942772204,550000, International City
1.0,2.0,81.01077666295058,420000, Dubai Silicon Oasis
1.0,1.0,89.92939427722037,950000, Business Bay
1.0,2.0,71.99925678186548,599999, Dubai Sports City
1.0,2.0,62.80193236714976,761705, Dubai Science Park
5.0,5.0,568.9334819769603,7999999, The Lakes
0.6,1.0,46.72984020810108,450000, Jumeirah Village Circle (JVC)
2.0,2.0,152.82422891118543,1999777, DIFC
0.6,1.0,61.96581196581197,960000, DAMAC Hills (Akoya by DAMAC)
2.0,3.0,249.9070977331847,1850000, Jumeirah Village Triangle (JVT)
1.0,2.0,80.91787439613528,884999, Jumeirah Village Circle (JVC)
3.0,4.0,176.14269788182833,2000000, Jumeirah Lake Towers (JLT)
3.0,4.0,167.22408026755855,880000, Dubai South
3.0,4.0,228.2608695652174,1670000, The Springs
1.0,1.0,124.30323299888518,1850000, Palm Jumeirah
7.0,6.0,1054.4407283537719,38000000, Palm Jumeirah
1.0,1.0,69.21218877740617,741673, Jumeirah Village Circle (JVC)
1.0,2.0,87.97844667409885,540000, Dubai Sports City
3.0,4.0,193.79412857673728,1684496, Jumeirah Village Circle (JVC)
4.0,5.0,448.71794871794873,1700000, Jumeirah Village Circle (JVC)
2.0,2.0,175.58528428093646,1795000, Arabian Ranches
5.0,5.0,464.5113340765515,4200000, The Villa
2.0,1.0,67.53994797473058,970000, Dubai Hills Estate
0.6,1.0,44.964697138610184,420000, Jumeirah Lake Towers (JLT)
3.0,3.0,153.93905611296915,1390000, International City
1.0,2.0,108.69565217391305,1650000, DIFC
7.0,7.0,2519.137866963954,98000000, Emirates Hills
3.0,3.0,136.1947231512449,875000, Downtown Jebel Ali
4.0,4.0,251.30063173541436,2880000, DAMAC Hills (Akoya by DAMAC)
2.0,3.0,137.68115942028987,1250000, Mirdif
3.0,3.0,337.04942400594575,3850000, The Lakes
4.0,5.0,445.93088071348944,2050000, Jumeirah Village Circle (JVC)
3.0,4.0,280.10033444816054,3155000, Al Barsha
2.0,3.0,141.39725009290228,1200000, Jumeirah Lake Towers (JLT)
1.0,2.0,100.9847640282423,1300000, Dubai Marina
5.0,6.0,227.88926049795617,1310000, Akoya Oxygen
3.0,5.0,252.97287253808994,2500000, DAMAC Hills (Akoya by DAMAC)
1.0,1.0,78.96692679301376,1380000, Jumeirah Beach Residence (JBR)
2.0,3.0,70.69862504645114,707777, Wasl Gate
1.0,2.0,87.23522853957637,1550000, Old Town
1.0,2.0,77.38758825715348,600000, Dubai Silicon Oasis
0.6,1.0,37.16090672612412,400000, Al Furjan
2.0,3.0,130.06317354143442,970000, Dubai Investment Park (DIP)
2.0,3.0,115.4775176514307,2359789, Business Bay
6.0,7.0,557.9710144927536,7102888, Arabian Ranches 2
0.6,1.0,38.64734299516908,495000, Jumeirah Lake Towers (JLT)
1.0,2.0,79.89594946116685,830000, Jumeirah Lake Towers (JLT)
2.0,2.0,136.00891861761428,1006536, Dubai Silicon Oasis
2.0,3.0,282.4228911185433,2200000, Old Town
