Address,Area,Rooms,Bathrooms,Garage Cars,Price
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450186
"
"Rua Bom Jesus dos Navegantes, 449 - Ponto Novo, Aracaju - SE",231,4,6,1,"
500000
"
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
400088
"
"Aeroporto, Aracaju - SE",180,2,1,2,"
210000
"
"Rua Adelaide de Souza Ferraz, 321 - José Conrado de Araújo, Aracaju - SE",207,4,4,2,"
289000
"
"Rua Niceu Dantas - Atalaia, Aracaju - SE",520,5,5,1,"
1100075
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450082
"
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
400165
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450146
"
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
400042
"
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
400045
"
"Rua Vereador Antônio Sinval Machado - São Conrado, Aracaju - SE",162,3,2,1,"
300148
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315052
"
"Rua Praia de Atalaia - Aruana, Aracaju - SE",80,3,2,2,"
620000
"
"Rua Doutor Lúcio Prado - Farolândia, Aracaju - SE",300,4,3,1,"
588053
"
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
400028
"
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
400166
"
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
400143
"
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
400098
"
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
400061
"
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
400125
"
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
400186
"
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
400143
"
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
400108
"
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
400033
"
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
400120
"
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
400046
"
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
400064
"
"Rua G, 1058 - Matapoã, Aracaju - SE",100,3,1,"
                  --
                ","
350000
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450091
"
"Rua H - Aruana, Aracaju - SE",132,3,2,2,"
390200
"
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
400143
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315001
"
"Rua Maria Vasconcelos de Andrade, 680 - Aruana, Aracaju - SE",271,4,3,6,"
800000
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450006
"
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,2,"
400179
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315033
"
"Rua Engenheiro Jorge de Oliveira Neto - Coroa do Meio, Aracaju - SE",200,4,4,4,"
900162
"
"Rua Ecologista Chico Mendes - Farolândia, Aracaju - SE",360,5,5,2,"
840122
"
"Rua Estância - Cirurgia, Aracaju - SE",122,3,3,2,"
490175
"
"Rua Carlos Gomes, 196 - Farolândia, Aracaju - SE",180,3,2,1,"
315000
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250018
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315059
"
"José Conrado de Araújo, Aracaju - SE",90,2,1,2,"
215000
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315008
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315147
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315053
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315111
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315048
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315060
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315153
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315004
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315189
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315200
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315082
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315117
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315158
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315144
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315056
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315098
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315130
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315104
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315023
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315158
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315042
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315138
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315118
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315107
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315190
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315147
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315055
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315143
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315054
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315056
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315187
"
"Rua Campos, 822 - São José, Aracaju - SE",301,5,1,1,"
739000
"
"Rua Alexandro Mota Prado, 1 - Aeroporto, Aracaju - SE",100,4,2,2,"
420000
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315087
"
"Rua Plácido Lima Teles - Bugio, Aracaju - SE",162,3,4,2,"
495193
"
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",300,4,5,4,"
1800042
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250188
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250042
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450183
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315057
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450025
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315156
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315150
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315013
"
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",282,4,5,4,"
1550142
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450084
"
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
520142
"
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",150,3,3,2,"
690083
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315086
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450160
"
"Rua Promotora Maria Anamira Amado Batalha Neta - 17 de Marco, Aracaju - SE",250,3,3,2,"
559147
"
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
520189
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450015
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450121
"
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
520169
"
"Rua Laís Grangeiro de Queiroz - Inácio Barbosa, Aracaju - SE",400,1,1,"
                  --
                ","
400111
"
"Avenida José Vicente de Almeida, 150 - Aruana, Aracaju - SE",233,3,5,4,"
969009
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250174
"
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
520014
"
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
520162
"
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
520134
"
"Rua Senador Rollemberg, 483 - São José, Aracaju - SE",150,5,3,"
                  --
                ","
750000
"
"Rua Barra dos Coqueiros, 86 - José Conrado de Araújo, Aracaju - SE",430,4,6,4,"
2200000
"
"Pereira Lobo, Aracaju - SE",216,3,2,2,"
500000
"
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
520124
"
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
520101
"
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
520100
"
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
520103
"
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
520068
"
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
520125
"
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
520021
"
"Rua Três - Aruana, Aracaju - SE",99,3,2,2,"
520140
"
"Rua Arlindo Santos, 300 - Aruana, Aracaju - SE",100,3,3,3,"
700000
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250089
"
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",161,3,3,4,"
750085
"
"Rua Sargento José Milton da Cruz, 01 - Aeroporto, Aracaju - SE",211,2,2,2,"
270000
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450086
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450003
"
"Avenida Doutor Tarcísio Daniel dos Santos - Farolândia, Aracaju - SE",250,5,3,1,"
480052
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250200
"
"Rua dos Flamboyants, 22 - Inácio Barbosa, Aracaju - SE",252,4,4,4,"
810000
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250183
"
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",150,3,3,2,"
690099
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450098
"
"Avenida Luciano Monteiro Sobral, 493 - Luzia, Aracaju - SE",160,3,3,3,"
320000
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450194
"
"Rua Aristides Bispo, 283 - Getúlio Vargas, Aracaju - SE",110,2,2,1,"
285000
"
"Rua Icaraí, 137 - Atalaia, Aracaju - SE",170,4,3,2,"
400000
"
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",300,4,4,2,"
890179
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450070
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450078
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250038
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250188
"
"Rua Tenente Wilson Pereira dos Santos - Jabotiana, Aracaju - SE",85,2,1,2,"
220081
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250189
"
"Aruana, Aracaju - SE",150,3,2,2,"
650000
"
"Travessa São Francisco - Pereira Lobo, Aracaju - SE",145,3,2,4,"
390001
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250089
"
"Rua H - Aruana, Aracaju - SE",132,3,2,2,"
390110
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250127
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250008
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450045
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250091
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250009
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250196
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250138
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250023
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250015
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250188
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250100
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250159
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250066
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250104
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250078
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250099
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250175
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250102
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250199
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250035
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250159
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250109
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250055
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450010
"
"Rua de Riachão - Suíssa, Aracaju - SE",174,3,1,"
                  --
                ","
190141
"
"Rua Arauá, 735 - São José, Aracaju - SE",120,3,2,2,"
500000
"
São Cristóvão - SE,400,5,3,2,"
750066
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450054
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050107
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250126
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250137
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250133
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250180
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250033
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250120
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250087
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250022
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250091
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250115
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250149
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250105
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250168
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250155
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250170
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250178
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250003
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450089
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250078
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250042
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250197
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250123
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250023
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250155
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250199
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250143
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250041
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250106
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250189
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250195
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250004
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250064
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250125
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250120
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250020
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250073
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250187
"
"Avenida José Vicente de Almeida, 150 - Aruana, Aracaju - SE",198,3,3,2,"
890026
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050040
"
"Rua Promotora Maria Anamira Amado Batalha Neta - 17 de Marco, Aracaju - SE",170,3,3,4,"
545120
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050079
"
"Rua Doutor Yolando Vieira de Melo, 248 - Atalaia, Aracaju - SE",10,3,1,2,"
470000
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450037
"
"Rua José Isidio de Oliveira Filho - Santos Dumont, Aracaju - SE",200,4,2,1,"
280153
"
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
450093
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050140
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050124
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050012
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050022
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050037
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050175
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050099
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050170
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050011
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050152
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050118
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450140
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050132
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050001
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050164
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050175
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050108
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050047
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050009
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050148
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050017
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050046
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050046
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050019
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050161
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050059
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050083
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050117
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050083
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050174
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050035
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050070
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050195
"
"Rua Vereador Antônio Sinval Machado - São Conrado, Aracaju - SE",162,3,2,1,"
300159
"
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
450053
"
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
450036
"
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
450083
"
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
450136
"
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
450164
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050064
"
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
450190
"
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
450180
"
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
450083
"
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
450106
"
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
450181
"
"Aeroporto, Aracaju - SE",220,4,2,2,"
470000
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050075
"
Nossa Senhora do Socorro - SE,140,2,1,2,"
195110
"
"Rua Nivaldo dos Reis da Silva, 195 - Lamarão, Aracaju - SE",165,3,2,1,"
210000
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050123
"
Barra dos Coqueiros - SE,200,3,2,2,"
473587
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050175
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050108
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050047
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050009
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050148
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050017
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050046
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050046
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050019
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050161
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050059
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050083
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050117
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050083
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050174
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050035
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050070
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050195
"
"Rua Vereador Antônio Sinval Machado - São Conrado, Aracaju - SE",162,3,2,1,"
300159
"
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
450053
"
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
450036
"
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
450083
"
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
450136
"
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
450164
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050064
"
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
450190
"
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
450180
"
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
450083
"
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
450106
"
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
450181
"
"Aeroporto, Aracaju - SE",220,4,2,2,"
470000
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050075
"
Nossa Senhora do Socorro - SE,140,2,1,2,"
195110
"
"Rua Nivaldo dos Reis da Silva, 195 - Lamarão, Aracaju - SE",165,3,2,1,"
210000
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050123
"
Barra dos Coqueiros - SE,200,3,2,2,"
473587
"
"Rua Estância - Cirurgia, Aracaju - SE",122,3,3,2,"
490192
"
Barra dos Coqueiros - SE,200,3,2,2,"
473706
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450018
"
"Rua Estância - Cirurgia, Aracaju - SE",122,3,3,2,"
490131
"
Barra dos Coqueiros - SE,200,3,2,2,"
473539
"
"Avenida Doutor José Domingos Maia, N° 207 - Zona de Expansao Mosqueiro, Aracaju - SE",450,4,5,4,"
1300038
"
Barra dos Coqueiros - SE,200,3,2,2,"
473714
"
Barra dos Coqueiros - SE,200,3,2,2,"
473701
"
"Aeroporto, Aracaju - SE",180,2,1,2,"
210000
"
Barra dos Coqueiros - SE,200,3,2,2,"
473713
"
Barra dos Coqueiros - SE,200,3,2,2,"
473638
"
"Rua Aristides Bispo, 1 - Getúlio Vargas, Aracaju - SE",520,3,2,5,"
300000
"
"Rua Guilhermino Rezende, 1 - São José, Aracaju - SE",450,4,1,4,"
2000000
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450001
"
"Avenida Lions Club - Atalaia, Aracaju - SE",177,3,2,2,"
670085
"
"Rua Rodolfo Ramos Fontes, 1 - Luzia, Aracaju - SE",150,3,2,1,"
360000
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450186
"
São Cristóvão - SE,80,3,2,2,"
340199
"
"Rua Doutor Silvio Cabral de Santana - Aruana, Aracaju - SE",311,4,4,4,"
2500071
"
Barra dos Coqueiros - SE,200,3,2,2,"
473718
"
"Rua Felipe dos Santos, 14 - Novo Paraíso, Aracaju - SE",145,2,1,2,"
225000
"
Barra dos Coqueiros - SE,200,3,2,2,"
473599
"
"Rua Três - Aruana, Aracaju - SE",280,3,5,4,"
1750120
"
